grant_id,pi_id,award_amount,funding_agency,start_date,end_date,department,status,publication_count
GNT_0000000254,FAC_00000018,31195,NSF,2023-10-13,2024-10-12,College of Natural Sciences,Completed,0
GNT_0000000255,FAC_00000168,131766,DOD,2019-08-01,2022-07-31,College of Natural Sciences,Completed,5
GNT_0000000256,FAC_00000207,286265,NIH,2021-09-01,2023-09-01,College of Natural Sciences,Completed,6
GNT_0000000257,FAC_00000554,4934016,DOD,2023-09-26,2026-09-25,College of Natural Sciences,Active,152
GNT_0000000258,FAC_00000696,242853,NIH,2019-10-15,2024-10-13,College of Natural Sciences,Completed,14
GNT_0000000259,FAC_00000446,153023,Private Foundation,2024-05-22,2027-05-22,College of Natural Sciences,Active,6
GNT_0000000260,FAC_00000391,8060,DOD,2024-11-16,2026-11-16,College of Natural Sciences,Active,0
GNT_0000000261,FAC_00000458,128656,NIH,2023-05-18,2026-05-17,College of Natural Sciences,Completed,4
GNT_0000000262,FAC_00000363,242210,NIH,2023-06-22,2026-06-21,College of Natural Sciences,Completed,9
GNT_0000000263,FAC_00000434,25484,EPA,2023-10-28,2026-10-27,College of Natural Sciences,Active,1
GNT_0000000264,FAC_00000127,91607,DOE,2019-10-10,2022-10-09,College of Natural Sciences,Completed,1
GNT_0000000265,FAC_00000699,732064,DOC,2019-07-09,2021-07-08,College of Natural Sciences,Completed,17
GNT_0000000266,FAC_00000020,152384,NIH,2024-02-17,2029-02-15,College of Natural Sciences,Active,7
GNT_0000000267,FAC_00000575,65656,Industrial Partner,2023-04-26,2026-04-25,College of Natural Sciences,Completed,1
GNT_0000000268,FAC_00000481,76976,NSF,2018-10-26,2023-10-25,College of Natural Sciences,Completed,2
GNT_0000000269,FAC_00000114,231317,USDA,2021-09-28,2024-09-27,College of Natural Sciences,Completed,10
GNT_0000000270,FAC_00000610,466815,DOC,2021-05-04,2023-05-04,College of Natural Sciences,Completed,12
GNT_0000000271,FAC_00000129,790958,Private Foundation,2022-07-15,2025-07-14,College of Natural Sciences,Completed,22
GNT_0000000272,FAC_00000065,287118,Private Foundation,2018-04-10,2021-04-09,College of Natural Sciences,Completed,8
GNT_0000000273,FAC_00000500,238908,Industrial Partner,2021-08-17,2022-08-17,College of Natural Sciences,Cancelled,4
GNT_0000000274,FAC_00000266,373491,DOC,2023-11-11,2024-11-10,College of Natural Sciences,Completed,2
GNT_0000000275,FAC_00000074,869522,USDA,2019-04-13,2021-04-12,College of Natural Sciences,Completed,14
GNT_0000000276,FAC_00000431,352343,USDA,2021-12-19,2024-12-18,College of Natural Sciences,Completed,8
GNT_0000000277,FAC_00000102,301914,NIH,2020-09-26,2023-09-26,College of Natural Sciences,Completed,10
GNT_0000000278,FAC_00000146,187225,DOE,2024-09-04,2025-09-04,College of Natural Sciences,Completed,3
GNT_0000000279,FAC_00000492,882626,DOE,2021-07-10,2024-07-09,College of Natural Sciences,Completed,27
GNT_0000000280,FAC_00000328,1602936,DOC,2021-10-18,2026-10-17,College of Natural Sciences,Active,81
GNT_0000000281,FAC_00000185,138611,Industrial Partner,2024-01-09,2026-01-08,College of Natural Sciences,Cancelled,2
GNT_0000000282,FAC_00000159,330843,DOC,2021-05-11,2025-05-10,College of Natural Sciences,Completed,12
GNT_0000000283,FAC_00000465,99300,USDA,2024-01-26,2025-01-25,College of Natural Sciences,Completed,0
GNT_0000000284,FAC_00000009,1044271,NSF,2022-10-06,2024-10-05,College of Natural Sciences,Completed,18
GNT_0000000285,FAC_00000509,341406,DOC,2022-11-21,2023-11-21,College of Natural Sciences,Completed,1
GNT_0000000286,FAC_00000521,1222342,DOC,2021-09-26,2022-09-26,College of Natural Sciences,Completed,17
GNT_0000000287,FAC_00000645,1846756,DOC,2021-07-01,2023-07-01,College of Natural Sciences,Completed,36
GNT_0000000288,FAC_00000583,43937,EPA,2022-06-06,2024-06-05,College of Natural Sciences,Completed,1
GNT_0000000289,FAC_00000373,141573,DOE,2018-02-27,2019-02-27,College of Natural Sciences,Completed,2
GNT_0000000290,FAC_00000102,334731,Private Foundation,2022-01-06,2025-01-05,College of Natural Sciences,Completed,14
GNT_0000000291,FAC_00000036,111156,DOD,2022-07-05,2025-07-04,College of Natural Sciences,Completed,2
GNT_0000000292,FAC_00000581,1997155,Industrial Partner,2018-08-02,2020-08-01,College of Natural Sciences,Completed,39
GNT_0000000293,FAC_00000363,328618,DOD,2024-07-13,2026-07-13,College of Natural Sciences,Completed,8
GNT_0000000294,FAC_00000681,5000000,DOC,2024-05-18,2028-05-17,College of Natural Sciences,Active,203
GNT_0000000295,FAC_00000385,253020,EPA,2019-10-02,2024-09-30,College of Natural Sciences,Completed,10
GNT_0000000296,FAC_00000355,1131375,NIH,2023-01-27,2026-01-26,College of Natural Sciences,Completed,25
GNT_0000000297,FAC_00000100,1706172,USDA,2019-09-06,2022-09-05,College of Natural Sciences,Completed,44
GNT_0000000298,FAC_00000302,13020,DOE,2018-05-18,2021-05-17,College of Natural Sciences,Completed,1
GNT_0000000299,FAC_00000122,119571,EPA,2023-05-12,2026-05-11,College of Natural Sciences,Completed,3
GNT_0000000300,FAC_00000555,369624,DOD,2022-09-04,2023-09-04,College of Natural Sciences,Completed,2
GNT_0000000301,FAC_00000563,123351,NIH,2021-04-01,2026-03-31,College of Natural Sciences,Completed,10
GNT_0000000302,FAC_00000298,870360,NIH,2022-09-18,2026-09-17,College of Natural Sciences,Active,29
GNT_0000000303,FAC_00000210,477027,NSF,2024-10-18,2027-10-18,College of Natural Sciences,Active,19
GNT_0000000304,FAC_00000203,68852,DOD,2018-04-28,2021-04-27,College of Natural Sciences,Completed,0
GNT_0000000305,FAC_00000034,95057,DOE,2019-11-26,2022-11-25,College of Natural Sciences,Completed,6
GNT_0000000306,FAC_00000442,1820406,NIH,2021-01-11,2024-01-11,College of Natural Sciences,Completed,58
GNT_0000000307,FAC_00000580,395245,DOC,2019-08-10,2024-08-08,College of Natural Sciences,Completed,22
GNT_0000000308,FAC_00000029,486903,DOD,2018-11-27,2020-11-26,College of Natural Sciences,Completed,5
GNT_0000000309,FAC_00000480,887444,DOC,2021-09-18,2022-09-18,College of Natural Sciences,Completed,8
GNT_0000000310,FAC_00000512,133905,DOD,2018-04-20,2020-04-19,College of Natural Sciences,Completed,4
GNT_0000000311,FAC_00000142,203911,NIH,2023-10-24,2026-10-23,College of Natural Sciences,Active,6
GNT_0000000312,FAC_00000500,1165631,Industrial Partner,2020-08-09,2022-08-09,College of Natural Sciences,Completed,29
GNT_0000000313,FAC_00000011,125462,DOD,2021-12-04,2023-12-04,College of Natural Sciences,Completed,0
GNT_0000000314,FAC_00000128,37839,DOD,2019-09-12,2020-09-11,College of Natural Sciences,Completed,0
GNT_0000000315,FAC_00000339,1035346,USDA,2018-07-28,2022-07-27,College of Natural Sciences,Completed,50
GNT_0000000316,FAC_00000365,224649,DOC,2018-04-01,2022-03-31,College of Natural Sciences,Completed,12
GNT_0000000317,FAC_00000696,419470,NSF,2023-03-15,2027-03-14,College of Natural Sciences,Active,9
GNT_0000000318,FAC_00000446,240864,DOE,2023-06-01,2027-05-31,College of Natural Sciences,Active,10
GNT_0000000319,FAC_00000356,3857943,Private Foundation,2021-01-01,2023-01-01,College of Natural Sciences,Completed,75
GNT_0000000320,FAC_00000556,46720,Industrial Partner,2024-04-02,2025-04-02,College of Natural Sciences,Completed,0
GNT_0000000321,FAC_00000422,244216,DOD,2019-11-12,2021-11-11,College of Natural Sciences,Completed,4
GNT_0000000322,FAC_00000528,757367,EPA,2020-12-13,2022-12-13,College of Natural Sciences,Completed,17
GNT_0000000323,FAC_00000132,16349,USDA,2022-11-13,2023-11-13,College of Natural Sciences,Completed,0
GNT_0000000324,FAC_00000146,202017,Private Foundation,2022-02-19,2024-02-19,College of Natural Sciences,Completed,5
GNT_0000000325,FAC_00000426,114637,DOC,2018-10-12,2021-10-11,College of Natural Sciences,Completed,4
GNT_0000000326,FAC_00000402,61394,DOC,2024-11-07,2028-11-06,College of Natural Sciences,Active,4
GNT_0000000327,FAC_00000634,794656,Private Foundation,2019-01-12,2023-01-11,College of Natural Sciences,Completed,27
GNT_0000000328,FAC_00000206,71060,Industrial Partner,2024-07-10,2027-07-10,College of Natural Sciences,Active,0
GNT_0000000329,FAC_00000466,7946,EPA,2021-02-18,2023-02-18,College of Natural Sciences,Completed,0
GNT_0000000330,FAC_00000564,2464040,Private Foundation,2023-05-25,2025-05-24,College of Natural Sciences,Completed,47
GNT_0000000331,FAC_00000203,95188,NIH,2019-10-07,2024-10-05,College of Natural Sciences,Completed,5
GNT_0000000332,FAC_00000676,208499,USDA,2022-08-18,2023-08-18,College of Natural Sciences,Cancelled,2
GNT_0000000333,FAC_00000436,840367,DOD,2023-11-28,2025-11-27,College of Natural Sciences,Completed,16
GNT_0000000334,FAC_00000481,249522,NIH,2024-05-14,2027-05-14,College of Natural Sciences,Active,10
GNT_0000000335,FAC_00000222,180295,DOD,2023-08-19,2027-08-18,College of Natural Sciences,Active,5
GNT_0000000336,FAC_00000299,82886,NIH,2023-01-17,2028-01-16,College of Natural Sciences,Active,4
GNT_0000000337,FAC_00000285,326046,USDA,2018-08-24,2020-08-23,College of Natural Sciences,Completed,3
GNT_0000000338,FAC_00000467,281028,EPA,2024-01-21,2027-01-20,College of Natural Sciences,Active,11
GNT_0000000339,FAC_00000459,193043,DOC,2023-02-17,2026-02-16,College of Natural Sciences,Completed,7
GNT_0000000340,FAC_00000422,279014,NSF,2023-08-06,2026-08-05,College of Natural Sciences,Active,16
GNT_0000000341,FAC_00000603,1065507,DOD,2019-07-21,2021-07-20,College of Natural Sciences,Completed,15
GNT_0000000342,FAC_00000401,5000000,EPA,2018-01-01,2020-01-01,College of Natural Sciences,Completed,100
GNT_0000000343,FAC_00000139,103572,NSF,2019-02-21,2022-02-20,College of Natural Sciences,Completed,3
GNT_0000000344,FAC_00000175,642028,Private Foundation,2019-04-14,2022-04-13,College of Natural Sciences,Completed,22
GNT_0000000345,FAC_00000032,349646,Industrial Partner,2019-06-23,2021-06-22,College of Natural Sciences,Completed,7
GNT_0000000346,FAC_00000367,33169,NSF,2020-02-02,2023-02-01,College of Natural Sciences,Completed,0
GNT_0000000347,FAC_00000463,93537,Private Foundation,2018-04-09,2021-04-08,College of Natural Sciences,Completed,1
GNT_0000000348,FAC_00000496,36121,USDA,2020-05-10,2024-05-09,College of Natural Sciences,Completed,1
GNT_0000000349,FAC_00000682,266269,DOE,2020-05-05,2023-05-05,College of Natural Sciences,Completed,7
GNT_0000000350,FAC_00000157,147021,EPA,2018-10-20,2022-10-19,College of Natural Sciences,Completed,4
GNT_0000000351,FAC_00000563,77073,DOC,2023-01-13,2024-01-13,College of Natural Sciences,Completed,0
GNT_0000000352,FAC_00000325,204550,DOD,2018-08-09,2021-08-08,College of Natural Sciences,Completed,4
GNT_0000000353,FAC_00000238,70546,DOD,2023-11-11,2026-11-10,College of Natural Sciences,Active,1
GNT_0000000354,FAC_00000672,532461,DOE,2020-07-18,2022-07-18,College of Natural Sciences,Cancelled,7
GNT_0000000355,FAC_00000652,11047,DOC,2018-07-27,2021-07-26,College of Natural Sciences,Completed,1
GNT_0000000356,FAC_00000420,153315,DOC,2018-06-06,2021-06-05,College of Natural Sciences,Completed,2
GNT_0000000357,FAC_00000600,82668,NSF,2024-05-02,2029-05-01,College of Natural Sciences,Active,3
GNT_0000000358,FAC_00000348,517955,Private Foundation,2020-07-05,2025-07-04,College of Natural Sciences,Completed,32
GNT_0000000359,FAC_00000538,228723,USDA,2021-03-04,2025-03-03,College of Natural Sciences,Completed,6
GNT_0000000360,FAC_00000584,52604,EPA,2022-06-12,2024-06-11,College of Natural Sciences,Completed,5
GNT_0000000361,FAC_00000088,38877,NSF,2020-10-20,2022-10-20,College of Natural Sciences,Completed,0
GNT_0000000362,FAC_00000346,46392,NSF,2020-07-28,2023-07-28,College of Natural Sciences,Completed,2
GNT_0000000363,FAC_00000070,180170,DOC,2020-08-05,2023-08-05,College of Natural Sciences,Completed,9
GNT_0000000364,FAC_00000050,241102,Industrial Partner,2021-06-14,2025-06-13,College of Natural Sciences,Completed,9
GNT_0000000365,FAC_00000361,41724,EPA,2023-03-06,2025-03-05,College of Natural Sciences,Completed,2
GNT_0000000366,FAC_00000531,242522,EPA,2020-03-04,2023-03-04,College of Natural Sciences,Completed,6
GNT_0000000367,FAC_00000117,650517,NIH,2022-10-01,2023-10-01,College of Natural Sciences,Cancelled,6
GNT_0000000368,FAC_00000231,125195,Industrial Partner,2021-06-08,2024-06-07,College of Natural Sciences,Completed,2
GNT_0000000369,FAC_00000594,586949,DOE,2018-04-21,2021-04-20,College of Natural Sciences,Completed,16
GNT_0000000370,FAC_00000221,643234,Industrial Partner,2022-11-22,2025-11-21,College of Natural Sciences,Completed,23
GNT_0000000371,FAC_00000561,5000000,DOE,2023-05-15,2025-05-14,College of Natural Sciences,Completed,114
GNT_0000000372,FAC_00000539,15732,DOC,2018-01-09,2020-01-09,College of Natural Sciences,Completed,0
GNT_0000000373,FAC_00000028,1926055,DOD,2020-08-10,2023-08-10,College of Natural Sciences,Completed,63
GNT_0000000374,FAC_00000450,415847,DOD,2018-08-13,2021-08-12,College of Natural Sciences,Completed,15
GNT_0000000375,FAC_00000636,50992,DOC,2020-05-18,2022-05-18,College of Natural Sciences,Completed,0
GNT_0000000376,FAC_00000688,73920,DOE,2019-05-22,2024-05-20,College of Natural Sciences,Completed,3
GNT_0000000377,FAC_00000656,1546848,Private Foundation,2020-06-12,2023-06-12,College of Natural Sciences,Completed,54
GNT_0000000378,FAC_00000355,35927,DOC,2020-10-08,2025-10-07,College of Natural Sciences,Completed,4
GNT_0000000379,FAC_00000369,9360,DOC,2023-10-14,2028-10-12,College of Natural Sciences,Active,0
GNT_0000000380,FAC_00000456,102251,NSF,2024-06-06,2029-06-05,College of Natural Sciences,Active,2
GNT_0000000381,FAC_00000207,18623,USDA,2020-02-28,2025-02-26,College of Natural Sciences,Completed,0
GNT_0000000382,FAC_00000074,84857,USDA,2019-04-18,2023-04-17,College of Natural Sciences,Completed,2
GNT_0000000383,FAC_00000038,746635,NSF,2024-04-11,2029-04-10,College of Natural Sciences,Active,32
GNT_0000000384,FAC_00000198,167099,NIH,2023-01-16,2026-01-15,College of Natural Sciences,Completed,5
GNT_0000000385,FAC_00000540,302116,Private Foundation,2023-02-05,2026-02-04,College of Natural Sciences,Completed,13
GNT_0000000386,FAC_00000420,458403,NIH,2020-05-11,2022-05-11,College of Natural Sciences,Completed,16
GNT_0000000387,FAC_00000110,831662,NSF,2023-12-12,2025-12-11,College of Natural Sciences,Completed,15
GNT_0000000388,FAC_00000607,1430179,Private Foundation,2021-04-04,2026-04-03,College of Natural Sciences,Completed,66
GNT_0000000389,FAC_00000138,475349,EPA,2020-03-23,2023-03-23,College of Natural Sciences,Completed,18
GNT_0000000390,FAC_00000189,1413353,DOD,2022-10-02,2024-10-01,College of Natural Sciences,Completed,35
GNT_0000000391,FAC_00000698,4033478,EPA,2022-01-24,2027-01-23,College of Natural Sciences,Active,224
GNT_0000000392,FAC_00000004,39405,DOE,2022-04-13,2025-04-12,College of Natural Sciences,Cancelled,0
GNT_0000000393,FAC_00000308,5092,Industrial Partner,2018-03-22,2023-03-21,College of Natural Sciences,Completed,0
GNT_0000000394,FAC_00000506,709073,Industrial Partner,2019-03-03,2022-03-02,College of Natural Sciences,Completed,22
GNT_0000000395,FAC_00000575,292874,DOC,2023-02-23,2025-02-22,College of Natural Sciences,Completed,7
GNT_0000000396,FAC_00000015,272936,Private Foundation,2021-08-08,2024-08-07,College of Natural Sciences,Completed,10
GNT_0000000397,FAC_00000089,12083,NSF,2020-11-05,2022-11-05,College of Natural Sciences,Completed,0
GNT_0000000398,FAC_00000286,4154638,USDA,2023-11-15,2026-11-14,College of Natural Sciences,Active,140
GNT_0000000399,FAC_00000361,234580,DOC,2024-08-06,2026-08-06,College of Natural Sciences,Active,4
GNT_0000000400,FAC_00000120,637469,EPA,2021-07-25,2024-07-24,College of Natural Sciences,Completed,23
GNT_0000000401,FAC_00000031,538343,Private Foundation,2021-05-18,2024-05-17,College of Natural Sciences,Completed,18
GNT_0000000402,FAC_00000139,577650,EPA,2023-11-18,2025-11-17,College of Natural Sciences,Completed,14
GNT_0000000403,FAC_00000363,53883,NIH,2022-12-08,2024-12-07,College of Natural Sciences,Completed,2
GNT_0000000404,FAC_00000132,472976,DOC,2018-10-12,2020-10-11,College of Natural Sciences,Cancelled,12
GNT_0000000405,FAC_00000167,188817,DOC,2019-09-11,2021-09-10,College of Natural Sciences,Completed,6
GNT_0000000406,FAC_00000487,192477,NIH,2022-12-22,2025-12-21,College of Natural Sciences,Completed,7
GNT_0000000407,FAC_00000347,202077,DOE,2022-06-18,2025-06-17,College of Natural Sciences,Completed,3
GNT_0000000408,FAC_00000054,13512,DOE,2023-06-06,2026-06-05,College of Natural Sciences,Completed,1
GNT_0000000409,FAC_00000291,486796,DOD,2024-03-19,2026-03-19,College of Natural Sciences,Completed,10
GNT_0000000410,FAC_00000412,91803,NIH,2018-11-10,2023-11-09,College of Natural Sciences,Completed,9
GNT_0000000411,FAC_00000458,80437,DOC,2021-03-22,2024-03-21,College of Natural Sciences,Completed,4
GNT_0000000412,FAC_00000257,498819,DOD,2019-06-05,2024-06-03,College of Natural Sciences,Completed,26
GNT_0000000413,FAC_00000134,2508011,Industrial Partner,2020-12-28,2025-12-27,College of Natural Sciences,Completed,131
GNT_0000000414,FAC_00000489,107820,DOC,2023-06-04,2026-06-03,College of Natural Sciences,Completed,3
GNT_0000000415,FAC_00000680,53663,USDA,2018-07-04,2020-07-03,College of Natural Sciences,Completed,2
GNT_0000000416,FAC_00000157,210252,EPA,2024-09-11,2028-09-10,College of Natural Sciences,Active,12
GNT_0000000417,FAC_00000447,1537932,EPA,2019-08-12,2021-08-11,College of Natural Sciences,Completed,39
GNT_0000000418,FAC_00000169,138043,USDA,2024-10-03,2027-10-03,College of Natural Sciences,Active,2
GNT_0000000419,FAC_00000097,182806,Industrial Partner,2023-08-03,2025-08-02,College of Natural Sciences,Completed,2
GNT_0000000420,FAC_00000625,411299,Private Foundation,2018-01-11,2020-01-11,College of Natural Sciences,Completed,14
GNT_0000000421,FAC_00000696,153507,NIH,2021-01-17,2023-01-17,College of Natural Sciences,Completed,2
GNT_0000000422,FAC_00000494,744097,EPA,2020-11-02,2022-11-02,College of Natural Sciences,Cancelled,16
GNT_0000000423,FAC_00000349,65542,DOE,2020-06-10,2024-06-09,College of Natural Sciences,Completed,1
GNT_0000000424,FAC_00000117,382684,NIH,2018-10-03,2023-10-02,College of Natural Sciences,Completed,12
GNT_0000000425,FAC_00000513,216223,Industrial Partner,2019-05-15,2020-05-14,College of Natural Sciences,Completed,2
GNT_0000000426,FAC_00000384,923397,USDA,2021-08-10,2024-08-09,College of Natural Sciences,Completed,38
GNT_0000000427,FAC_00000363,764038,EPA,2023-05-16,2025-05-15,College of Natural Sciences,Completed,15
GNT_0000000428,FAC_00000083,9041,EPA,2022-04-25,2026-04-24,College of Natural Sciences,Completed,0
GNT_0000000429,FAC_00000593,186092,DOD,2018-06-21,2023-06-20,College of Natural Sciences,Completed,8
GNT_0000000430,FAC_00000355,207693,USDA,2024-04-12,2027-04-12,College of Natural Sciences,Active,3
GNT_0000000431,FAC_00000397,132835,NSF,2023-03-10,2024-03-09,College of Natural Sciences,Completed,1
GNT_0000000432,FAC_00000408,617703,Industrial Partner,2022-08-28,2024-08-27,College of Natural Sciences,Completed,12
